Date,Open,High,Low,Close,Adj Close,Volume,Movements
13/02/2023,27.870001,28.549999,27.719999,28.549999,28.15625,32347500,0.679998
14/02/2023,28.379999,28.719999,27.99,28.639999,28.245008,27928900,0.26
15/02/2023,28.360001,28.879999,28.16,28.85,28.452114,23359400,0.489999
16/02/2023,28.5,28.83,28.129999,28.200001,27.811079,28972500,-0.299999
17/02/2023,28,28.07,27.379999,27.610001,27.229218,32086200,-0.389999
21/02/2023,27.110001,27.27,26.040001,26.059999,25.70059,63668400,-1.050002
22/02/2023,25.91,26.9,25.299999,25.469999,25.118729,89195300,-0.440001
23/02/2023,25.780001,26.08,25.32,25.610001,25.256798,56473200,-0.17
24/02/2023,25.219999,25.35,24.92,25.139999,24.79328,44089900,-0.08
27/02/2023,25.549999,25.58,24.879999,24.9,24.556591,37657000,-0.649999
28/02/2023,24.940001,25.120001,24.73,24.93,24.586178,50255300,-0.010001
01/03/2023,25.030001,25.92,24.969999,25.33,24.980659,47823400,0.299999
02/03/2023,25.209999,26.299999,25.120001,26.200001,25.838663,48309300,0.990002
03/03/2023,26.200001,26.48,26.01,26.4,26.035904,36744900,0.199999
06/03/2023,26.469999,26.540001,25.93,25.99,25.631557,37879800,-0.479999
07/03/2023,25.84,25.99,25.5,25.530001,25.1779,43164600,-0.309999
08/03/2023,25.559999,26.01,25.450001,25.98,25.621695,36071900,0.420001
09/03/2023,25.98,26.98,25.969999,26.440001,26.075352,54886100,0.460001
10/03/2023,26.549999,27.52,26.32,27.219999,26.844593,65187000,0.67
13/03/2023,26.74,27.309999,26.610001,26.950001,26.578318,50977000,0.210001
14/03/2023,27.35,28.1,27.25,28.01,27.623697,47689800,0.66
15/03/2023,27.73,28.5,27.66,28.41,28.018181,49322800,0.68
16/03/2023,28.389999,30.27,28.389999,30.18,29.763773,75779500,1.790001
17/03/2023,29.92,31,29.440001,29.809999,29.398874,80628500,-0.110001
20/03/2023,29.799999,29.9,28.629999,29.16,28.757839,38780100,-0.639999
21/03/2023,29,29.17,27.98,28.459999,28.067492,55650800,-0.540001
22/03/2023,28.48,29.120001,28.1,28.129999,27.742044,37415500,-0.350001
23/03/2023,28.379999,29.16,28.219999,29.030001,28.629635,43785500,0.650002
24/03/2023,29.040001,29.809999,28.93,29.360001,28.955082,55912100,0.32
27/03/2023,29.370001,29.73,29.08,29.18,28.777563,34758200,-0.190001
28/03/2023,29.08,29.33,28.629999,29.290001,28.886047,37407900,0.210001
29/03/2023,29.77,31.889999,29.76,31.52,31.085291,85556200,1.75
30/03/2023,31.85,32.580002,31.809999,32.09,31.64743,70077600,0.24
31/03/2023,31.799999,32.900002,31.73,32.669998,32.219429,59765000,0.869999
03/04/2023,32.939999,33.560001,32.540001,32.889999,32.436398,57038300,-0.05
04/04/2023,32.849998,33.84,32.84,33.099998,32.643497,55714100,0.25
05/04/2023,32.799999,32.990002,32.34,32.830002,32.377228,39615700,0.030003
06/04/2023,32.599998,33,32.459999,32.810001,32.357502,28551900,0.210003
10/04/2023,32.599998,32.759998,32.200001,32.52,32.071503,30534400,-0.079998
11/04/2023,32.66,33.110001,32.32,32.349998,31.903843,27059100,-0.310002
12/04/2023,32.77,32.889999,31.959999,32.02,31.578394,37070800,-0.75
13/04/2023,31.82,32.43,31.65,32.130001,31.686878,29722300,0.310001
14/04/2023,32,32.240002,31.690001,31.889999,31.450186,24623600,-0.110001
17/04/2023,31.950001,32.639999,31.77,32.139999,31.696739,29601100,0.189998
18/04/2023,32.43,32.459999,31.780001,31.83,31.391014,26041400,-0.6
19/04/2023,31.1,31.52,31.08,31.15,30.720392,25746600,0.05
20/04/2023,30.76,31.25,30.709999,30.860001,30.434393,30255100,0.100001
21/04/2023,30.84,30.84,30.23,30.299999,29.882114,28655800,-0.540001
24/04/2023,30.129999,30.370001,29.610001,29.66,29.250942,38732500,-0.469999
25/04/2023,29.440001,29.57,28.870001,28.879999,28.481699,38289900,-0.560002
26/04/2023,29.200001,29.809999,28.84,29.049999,28.649355,41218800,-0.150002
27/04/2023,28.75,29.950001,28.51,29.860001,29.448185,60186200,1.110001
28/04/2023,31.98,32.57,30.809999,31.059999,30.631634,80229700,-0.920001
01/05/2023,31.110001,31.24,30.280001,30.299999,29.882114,36918500,-0.810002
02/05/2023,30.299999,30.58,29.75,29.77,29.359425,33463400,-0.529999
03/05/2023,30.639999,31.110001,30.25,30.65,30.227291,45554500,0.010001
04/05/2023,30.440001,31.719999,30.379999,31.24,30.935316,46104000,0.799999
05/05/2023,31.379999,31.41,30.73,30.99,30.687754,35010800,-0.389999
08/05/2023,30.700001,30.84,30.389999,30.77,30.469902,30882800,0.069999
09/05/2023,30.379999,30.58,29.91,30.1,29.806435,30706500,-0.279999
10/05/2023,30.290001,30.4,29.49,29.969999,29.677702,40526500,-0.320002
11/05/2023,29.6,29.68,28.82,28.860001,28.578529,47144400,-0.739999
12/05/2023,29.030001,29.1,28.719999,28.950001,28.667652,24147300,-0.08
15/05/2023,28.9,29.83,28.879999,29.799999,29.509359,28717500,0.899999
16/05/2023,29.620001,29.9,29.209999,29.219999,28.935017,22812000,-0.400002
17/05/2023,29.52,29.559999,28.68,28.870001,28.58843,41667300,-0.649999
18/05/2023,29,29.76,28.870001,29.68,29.39053,36529200,0.68
19/05/2023,29.6,30.24,29.5,29.93,29.638094,40668700,0.33
22/05/2023,29.85,30.450001,29.82,30.280001,29.984678,28693400,0.430001
23/05/2023,30.049999,30.200001,29.49,29.51,29.222191,29400900,-0.539999
24/05/2023,29.309999,29.49,28.82,29,28.717163,28045800,-0.309999
25/05/2023,28.290001,28.290001,26.860001,27.4,27.132767,78009400,-0.890001
26/05/2023,27.440001,29.09,27.1,29,28.717163,71910600,1.559999
30/05/2023,29.700001,30.040001,29,29.99,29.697508,54874800,0.289999
31/05/2023,29.700001,32.290001,29.67,31.440001,31.133366,136243800,1.74
01/06/2023,31.799999,31.940001,31.02,31.129999,30.826389,52667400,-0.67
02/06/2023,31.4,31.59,30.83,31.309999,31.004635,36496200,-0.090001
05/06/2023,31.309999,31.4,29.83,29.860001,29.568777,48244100,-1.449998
06/06/2023,29.77,31.450001,29.700001,30.959999,30.658047,42295300,1.189999
07/06/2023,31.030001,31.370001,30.93,31.280001,30.974928,39098000,0.25
08/06/2023,31.43,31.85,31.059999,31.82,31.509659,35199000,0.39
09/06/2023,31.93,31.99,30.68,31.34,31.03434,40218000,-0.59
12/06/2023,31.4,33.299999,31.360001,33.07,32.747467,59881600,1.67
13/06/2023,33.77,33.950001,33.07,33.91,33.579277,51990000,0.14
