Date,Open,High,Low,Close,Adj Close,Volume,Movements
13/02/2023,59.900002,60.759998,59.73,60.599998,58.746586,16191800,0.699996
14/02/2023,60.209999,60.900002,59.560001,59.59,57.767479,20505700,-0.619999
15/02/2023,59.900002,59.93,59.23,59.59,57.767479,13171400,-0.310002
16/02/2023,59.23,59.82,58.950001,59.220001,57.408794,16538300,-0.009999
17/02/2023,59.5,60.23,59.380001,60.119999,58.281265,16814700,0.619999
21/02/2023,59.990002,60.23,59.720001,59.799999,57.97105,14278300,-0.190003
22/02/2023,59.849998,60.360001,59.75,59.98,58.14555,12409600,0.130002
23/02/2023,60.009998,60.419998,59.810001,60.09,58.25219,12222800,0.080002
24/02/2023,59.68,59.91,59.389999,59.84,58.00983,9736200,0.16
27/02/2023,60.18,60.299999,59.740002,59.82,57.99044,8849800,-0.36
28/02/2023,59.700001,59.700001,59.139999,59.509998,57.689922,16082200,-0.190003
01/03/2023,59.130001,59.18,58.369999,58.860001,57.059807,13275800,-0.27
02/03/2023,58.84,59.779999,58.799999,59.720001,57.893505,11758300,0.880001
03/03/2023,59.549999,59.68,59.209999,59.439999,57.622066,13101800,-0.11
06/03/2023,59.259998,60.380001,59.220001,60.360001,58.513931,16282700,1.100003
07/03/2023,60.490002,60.57,59.75,60.009998,58.174629,13961200,-0.480004
08/03/2023,60.040001,60.330002,59.73,60.040001,58.203712,10851600,0
09/03/2023,60.540001,60.540001,59.279999,59.459999,57.641453,13900900,-1.080002
10/03/2023,59.700001,60.139999,58.990002,59.209999,57.399101,13745800,-0.490002
13/03/2023,59.290001,60.869999,59.25,59.810001,57.980751,21956000,0.52
14/03/2023,60,60.459999,59.349998,60.029999,58.194023,19496900,0.029999
15/03/2023,59.43,60.48,59.240002,60.43,58.581787,21089900,1
16/03/2023,60.09,60.34,59.700001,60.299999,58.904148,15658300,0.209999
17/03/2023,60.310001,60.349998,59.639999,60.02,58.630627,27351200,-0.290001
20/03/2023,60.16,60.599998,59.970001,60.599998,59.197205,12904100,0.439998
21/03/2023,60.57,60.75,59.880001,60.32,58.923683,13716500,-0.25
22/03/2023,60.400002,60.869999,60.029999,60.049999,58.659935,10494200,-0.350003
23/03/2023,60.09,60.389999,59.720001,59.919998,58.532944,15479000,-0.170002
24/03/2023,60.25,61.02,59.91,60.900002,59.490261,12975600,0.650002
27/03/2023,61.139999,61.48,60.950001,61.349998,59.92984,12777400,0.209999
28/03/2023,61.389999,61.740002,61.27,61.419998,59.998222,10925700,0.029999
29/03/2023,61.720001,61.950001,61.59,61.860001,60.42804,9441000,0.14
30/03/2023,61.880001,62.09,61.66,61.849998,60.418266,9870700,-0.030003
31/03/2023,62.060001,62.25,61.869999,62.029999,60.594101,14440900,-0.030002
03/04/2023,62.299999,62.52,61.860001,62.400002,60.955536,12300700,0.100003
04/04/2023,62.389999,62.740002,62.080002,62.209999,60.769936,11433400,-0.18
05/04/2023,62.529999,63.02,62.5,62.799999,61.346275,12789600,0.27
06/04/2023,62.860001,63.040001,62.380001,62.84,61.385353,9644200,-0.020001
10/04/2023,62.490002,62.689999,62.02,62.689999,61.238823,7952600,0.199997
11/04/2023,62.650002,62.709999,62.400002,62.580002,61.131371,9913000,-0.07
12/04/2023,62.48,63.029999,62.310001,62.689999,61.238823,9593700,0.209999
13/04/2023,62.759998,63.16,62.48,63.150002,61.688179,9871400,0.390004
14/04/2023,63.049999,63.150002,62.779999,63.049999,61.590488,8946000,0
17/04/2023,63.32,63.529999,63.139999,63.459999,61.990997,9452400,0.139999
18/04/2023,63.509998,63.599998,63.189999,63.560001,62.088684,9035700,0.050003
19/04/2023,63.73,63.830002,63.43,63.68,62.205906,9769500,-0.05
20/04/2023,63.630001,64,63.439999,63.959999,62.479424,10706400,0.329998
21/04/2023,64,64.269997,63.799999,64.050003,62.567341,12931100,0.050003
24/04/2023,64.75,64.989998,63.619999,63.950001,62.469658,15532300,-0.799999
25/04/2023,64.169998,64.169998,63.630001,63.849998,62.371971,12818900,-0.32
26/04/2023,63.560001,63.77,63.389999,63.549999,62.078918,13179600,-0.010002
27/04/2023,63.529999,63.759998,63.110001,63.68,62.205906,13795800,0.150001
28/04/2023,63.610001,64.160004,63.48,64.150002,62.665024,13686700,0.540001
01/05/2023,64.150002,64.690002,64.059998,64.300003,62.811558,9091500,0.150001
02/05/2023,64.139999,64.139999,63.27,64.010002,62.528271,10948400,-0.129997
03/05/2023,64.019997,64.18,63.580002,63.650002,62.176601,11084600,-0.369995
04/05/2023,63.740002,63.93,63.509998,63.720001,62.24498,11938300,-0.020001
05/05/2023,63.639999,64.209999,63.630001,64.019997,62.538033,9037300,0.379998
08/05/2023,63.810001,64.059998,63.610001,63.919998,62.44035,7240700,0.109997
09/05/2023,63.639999,63.75,63.279999,63.389999,61.922623,9067700,-0.25
10/05/2023,63.32,63.639999,62.990002,63.5,62.030075,10134000,0.18
11/05/2023,63.580002,63.93,63.009998,63.860001,62.381741,9581500,0.279999
12/05/2023,63.860001,64.190002,63.700001,64.110001,62.62595,8739600,0.25
15/05/2023,64.220001,64.25,63.709999,63.939999,62.459888,8150000,-0.280002
16/05/2023,63.900002,63.900002,63.16,63.220001,61.756554,9129600,-0.680001
17/05/2023,63.400002,63.419998,62.73,63.150002,61.688179,11583000,-0.25
18/05/2023,63.009998,63.040001,62.57,62.799999,61.346275,13595100,-0.209999
19/05/2023,63.040001,63.099998,62.610001,62.830002,61.375584,14242100,-0.209999
22/05/2023,62.790001,62.869999,61.439999,61.509998,60.086136,15055400,-1.280003
23/05/2023,61.509998,61.669998,61.169998,61.400002,59.978687,13932700,-0.109996
24/05/2023,61.380001,61.43,60.720001,60.880001,59.470722,11090100,-0.5
25/05/2023,60.470001,60.73,60.150002,60.41,59.0116,14463600,-0.060001
26/05/2023,60.450001,60.639999,60.110001,60.259998,58.86507,12570300,-0.190003
30/05/2023,60.09,60.200001,59.52,59.779999,58.396183,15634200,-0.310001
31/05/2023,59.919998,60.279999,59.369999,59.66,58.278961,59432200,-0.259998
01/06/2023,59.939999,60.169998,59.77,60,58.611092,13402700,0.060001
02/06/2023,60.27,61.32,60.080002,61.16,59.74424,15256300,0.89
05/06/2023,61,61.439999,60.549999,60.75,59.343731,12915600,-0.25
06/06/2023,60.950001,60.990002,60.119999,60.310001,58.913918,10943500,-0.64
07/06/2023,60.009998,60.360001,59.82,60.220001,58.826,16817900,0.210003
08/06/2023,60.130001,60.41,59.98,60.369999,58.972523,15585900,0.239998
09/06/2023,60.27,60.669998,60.169998,60.470001,59.070213,12581500,0.200001
12/06/2023,60.59,60.650002,60.02,60.209999,58.816227,14208900,-0.380001
13/06/2023,60.209999,60.669998,60.040001,60.450001,59.050674,13397800,0.240002
14/06/2023,60.73,61.080002,60.599998,60.860001,59.451187,14099700,0.130001
15/06/2023,60.610001,61.299999,60.34,61.23,60.268147,15271400,0.619999
16/06/2023,61.599998,62.169998,61.48,61.669998,60.701233,26735800,0.07
20/06/2023,61.59,61.959999,61.240002,61.259998,60.297676,13971800,-0.330002
21/06/2023,61.310001,61.720001,60.98,61.43,60.465004,13948700,0.119999
22/06/2023,61.810001,62.099998,61.59,61.849998,60.878407,15193400,0.039997
23/06/2023,61.939999,61.970001,61.18,61.200001,60.238621,25103600,-0.739998
26/06/2023,61.209999,61.290001,60.389999,61.220001,60.258305,12856100,0.010002
27/06/2023,61.220001,61.360001,60.98,61.09,60.130348,9068500,-0.130001
28/06/2023,60.880001,61.040001,60.400002,60.52,59.569302,11173200,-0.360001
29/06/2023,60.220001,60.349998,59.77,60.02,59.077152,17142300,-0.200001
30/06/2023,60,60.349998,59.869999,60.220001,59.274014,19737000,0.220001
03/07/2023,60.200001,60.630001,60.029999,60.580002,59.628361,9694500,0.380001
05/07/2023,60.279999,61.099998,60.16,61.029999,60.071285,14716600,0.75
06/07/2023,60.73,61.02,60.5,60.560001,59.608673,12603900,-0.169999
07/07/2023,60.310001,60.5,59.73,59.759998,58.821239,14565500,-0.550003
10/07/2023,59.970001,60.150002,59.139999,59.310001,58.378307,15480600,-0.66
11/07/2023,59.459999,59.560001,58.84,59.52,58.585011,15970100,0.060001
12/07/2023,59.75,60.049999,59.450001,59.84,58.899982,14241300,0.09
13/07/2023,60.119999,60.459999,59.98,60.349998,59.401966,11269800,0.229999
14/07/2023,60.139999,61.040001,60.09,60.900002,59.943333,11631600,0.760003
17/07/2023,60.759998,61.099998,60.490002,60.810001,59.854744,10014300,0.050003
18/07/2023,60.959999,61.25,60.41,60.57,59.618515,11152900,-0.389999
